-7.4268e-06,906.81,0.33282,-0.5164,1218.6,2162.7
-2.7006e-05,47.497,0.55096,0.70957,29346,21035
-2.3338e-05,38.01,0.74557,0.84765,47356,48169
-3.2776e-05,5.3132,0.15471,0.20633,34251,6154.1
1.8958e-05,424.33,1.559,0.5403,-5056.9,-6048.4
3.1546e-05,19.488,-0.39106,-0.27635,-26700,8987.3
2.3723e-05,29.708,-0.82065,-0.73303,-59023,58212
-2.2177e-05,33.325,-0.80166,-0.89254,53044,-59446
1.1708e-05,90.03,1.3054,1.1188,-17132,-45401
1.4657e-05,435.43,1.48,-0.68287,-4289.7,7511.5
1.1157e-05,75.831,-1.3083,-1.1548,-19774,55403
2.4422e-05,43.178,-0.81089,-0.6909,-39970,36994
3.3334e-05,1.1183,-0.019503,-0.013831,-26239,495.83
1.3897e-05,98.742,-1.2483,-1.0314,-17531,37943
-1.8396e-05,61.926,0.91126,1.0603,31590,47537
-2.3379e-05,68.471,-0.70744,-0.89715,26706,-26940
-2.5214e-05,37.459,0.6556,0.77219,42662,36754
-2.3981e-05,47.525,-0.70365,-0.83555,37524,-36093
-3.3146e-05,0.27965,-0.10239,-0.12174,48051,-5335.9
3.0927e-05,19.421,-0.43541,-0.3312,-33834,13471
2.2438e-05,81.626,0.95642,0.72881,-22456,-24394
2.5307e-05,48.527,-0.78417,-0.63752,-34264,29223
1.2508e-05,109.55,1.3073,1.0712,-14910,-36493
1.7985e-05,72.239,-1.0881,-0.91633,-26793,41620
-2.2398e-05,40.418,0.78511,0.88738,48315,53200
1.4574e-05,82.477,1.2159,1.0246,-20948,-42890
1.0119e-05,84.753,-1.357,-1.1817,-16278,50778
2.315e-05,67.94,-0.90331,-0.70852,-26235,26958
2.4e-05,28.336,-0.81094,-0.72407,-58703,56524
-2.1266e-05,81.012,-0.78113,-0.99012,23574,-28183
2.5652e-05,62.443,-0.79963,-0.59747,-25350,20773
3.0778e-05,20.841,-0.45139,-0.34763,-32217,13258
-3.9796e-06,135.73,1.3113,-1.5525,4364.4,36023
2.9433e-05,37.194,0.57372,0.41083,-26033,-13627
2.9647e-05,140.46,-0.81561,-0.27317,-8489.4,3718.4
1.3553e-05,118.93,1.2898,1.024,-14285,-31770
3.1099e-05,12.992,-0.40914,-0.3327,-44297,16963
2.4154e-05,44.701,0.82993,0.6952,-39602,-37502
3.3207e-05,1.009,-0.099919,-0.079005,-53656,4911.1
7.3848e-06,112.61,1.4692,1.2387,-9349.2,-40835
-7.7694e-06,111.22,-1.2213,-1.4549,9912.6,-41114
3.1268e-05,15.492,-0.40962,-0.30736,-33419,12241
-2.3464e-05,44.733,-0.72736,-0.85135,39384,-39562
-1.837e-06,172.22,1.3467,-1.4466,1620.5,28748
-3.0102e-05,17.201,-0.40941,-0.48823,54042,-25677
-1.9039e-05,84.45,-0.86427,-1.0692,22591,-32171
2.5885e-05,28.677,-0.72871,-0.64397,-54542,44188
1.8223e-05,85.007,-1.0984,-0.88949,-22751,34589
1.0304e-06,136.04,-1.462,1.402,-1109.3,-36002
-2.515e-05,86.696,-0.59683,-0.8572,19016,-16223
2.7801e-05,21.724,-0.62558,-0.55072,-59685,39409
-2.2553e-05,35.515,-0.7781,-0.87937,52771,-57325
-2.7476e-05,26.436,-0.56261,-0.64654,52789,-36150
1.233e-05,86.79,-1.2818,-1.106,-18960,47368
-3.1739e-05,28.1,0.23603,0.41048,16953,5201.5
1.9226e-05,141.77,-1.1417,-0.78801,-13729,19015
2.9556e-05,18.779,0.52638,0.43996,-48934,-25426
1.8578e-05,50.162,1.0426,0.9244,-37858,-56170
3.2886e-05,0.92215,-0.17692,-0.14802,-59838,9811.6
-2.0575e-05,80.903,-0.80527,-1.0169,23692,-29958
-1.5004e-06,243.82,1.282,-1.368,913.28,19699
-1.6168e-05,76.006,-0.98244,-1.1581,24433,-43774
-3.3322e-05,-0.26795,0.028711,0.027982,45734,1373.6
2.0228e-05,62.63,-1.0045,-0.8465,-30416,39658
-2.9733e-05,20.862,-0.42935,-0.51639,45714,-23111
1.3082e-05,68.898,-1.2491,-1.095,-23331,54512
3.0898e-05,17.165,-0.43347,-0.35079,-40089,16137
3.1581e-05,12.292,0.36362,0.28833,-38427,-12835
1.1444e-05,72.313,1.3014,1.1422,-20670,-56386
2.5363e-05,41.568,-0.76969,-0.64211,-37884,32136
2.4493e-05,27.537,-0.78339,-0.70345,-59722,54997
-3.0777e-05,12.86,0.36307,0.43105,53258,22080
-7.1841e-06,497.75,0.85227,-1.2274,2084.8,8092.9
1.3113e-05,92.658,1.2684,1.0664,-17887,-41506
3.1552e-05,9.7544,0.35955,0.30511,-58955,-20054
-3.9866e-06,422.63,-1.0259,1.2398,1409.5,-10558
2.3777e-05,34.018,0.82557,0.73169,-53493,-52457
8.596e-08,129.63,-1.4454,1.4327,-86.158,-37646
-2.7442e-05,106.22,0.44137,0.80618,13341,8742.7
2.7789e-05,24.753,-0.63165,-0.53367,-48848,32284
8.4369e-06,98.272,-1.4166,-1.2162,-11967,45572
3.3289e-05,-0.73287,-0.069456,-0.049914,-33281,1998.8
3.3347e-05,-1.3344,-0.0078837,-0.0035155,-48899,243.99
-2.4745e-05,68.02,-0.64223,-0.83882,24937,-22277
2.1756e-05,39.266,0.91464,0.80939,-48797,-56472
-2.0176e-05,66.096,0.83438,1.005,28649,37459
-3.1028e-05,12.612,-0.34242,-0.40727,58880,-23086
-1.4958e-05,170.57,-0.91975,-1.3045,10619,-20668
2.941e-05,31.698,0.55837,0.42623,-30777,-16272
3.1687e-05,12.117,-0.35266,-0.284,-37240,12091
1.7291e-05,64.099,-1.0985,-0.9534,-29553,48466
-2.3078e-05,175.51,0.59836,1.0716,10860,10729
2.7388e-05,22.55,-0.65131,-0.56464,-54804,37920
1.999e-05,77.962,-1.0272,-0.83444,-25054,33205
2.0633e-05,41.654,-0.95695,-0.8562,-46904,59350
-3.4005e-06,91.965,-1.3737,-1.5663,5424.5,-52608
-1.5983e-05,69.619,-0.99343,-1.147,27339,-49790
-2.9574e-05,15.164,-0.4471,-0.51509,59221,-30690
-8.757e-06,411.86,0.89133,-1.3747,3013.5,9970.5
2.7645e-05,33.436,-0.65279,-0.5369,-40367,27063
2.21e-05,37.096,0.89559,0.7994,-49828,-56123
-1.2564e-05,664.37,0.53632,-1.0925,2625.6,4505.3
1.134e-05,165.43,-1.4093,-1.0527,-9084.8,24693
2.6394e-05,27.347,0.71327,0.61307,-51941,-39928
3.1788e-05,13.271,-0.35176,-0.26366,-31906,9922.9
1.8763e-05,60.73,1.0495,0.89841,-32151,-46977
3.1574e-05,13.169,-0.36527,-0.29016,-42267,14182
-3.1646e-05,10.49,0.28114,0.36173,39619,13025
-3.2351e-05,14.038,-0.19316,-0.31129,18746,-4454.2
2.1053e-05,41.249,-0.94528,-0.83255,-44377,54353
-2.0729e-05,138.76,0.73924,1.0939,13953,17135
-2.907e-05,49.901,0.41556,0.62377,21326,11709
-2.8312e-05,21.412,0.51213,0.59803,57615,35693
-2.1872e-05,101.9,0.73205,0.98791,19319,21886
-1.1825e-05,84.473,1.1182,1.2981,18600,48808
7.1522e-06,97.743,-1.4586,-1.2588,-10467,47400
-2.4721e-05,54.907,-0.65295,-0.82068,31351,-28156
-2.9205e-05,20.878,-0.46492,-0.54433,50184,-27515
-3.3334e-05,-0.18467,0.024538,0.027493,30845,755.19
2.6613e-05,41.224,0.71912,0.57741,-35271,-26413
2.1654e-06,114.9,1.5211,-1.3877,-2809.3,42887
3.3194e-05,0.36204,-0.10826,-0.085663,-32118,2957.5
-2.0588e-05,50.666,-0.8426,-0.97909,37793,-47996
-2.2469e-05,37.874,-0.78006,-0.88589,49103,-53650
2.774e-05,22.393,0.62962,0.54545,-56149,-37223
-1.0016e-06,133.43,-1.4117,1.4669,1146.2,-37588
-8.12e-06,137.55,1.1798,1.4642,8285.1,32567
2.5426e-05,57.183,-0.78918,-0.62087,-28575,24007
-1.3779e-05,64.547,-1.0722,-1.2177,26020,-57148
3.3239e-05,1.5145,0.082112,0.072142,-50890,-3959.5
-3.2335e-05,5.9901,0.2259,0.26787,49312,12214
3.3214e-05,-0.1147,0.093429,0.070664,-42923,-3391.8
-2.9283e-05,40.489,-0.41951,-0.58643,25502,-13684
-1.9004e-05,53.737,-0.89882,-1.0384,35251,-50603
9.6245e-06,84.668,-1.365,-1.1914,-15734,51953
-7.5838e-06,139.85,1.1957,1.4905,7698.3,32484
2.4475e-05,33.401,-0.79929,-0.69805,-49454,45565
1.6093e-05,59.823,1.1369,0.99954,-30860,-55776
-9.3165e-06,96.019,-1.1921,-1.393,13250,-45205
-2.3827e-05,221.28,0.51009,1.1255,8643.1,7683.7
2.0896e-05,56.328,0.96388,0.82075,-34447,-42617
1.9193e-06,116.26,-1.51,1.3997,-2433.1,-42050
-2.9513e-05,16.101,0.45272,0.51955,57378,30080
-1.981e-05,79.458,0.84138,1.0411,23834,32011
2.9422e-05,16.979,0.53101,0.45134,-54934,-29144
3.2997e-05,1.6037,-0.16622,-0.11819,-28781,4014.9
3.3313e-05,1.3743,-0.037632,-0.026377,-51611,1822
-3.3282e-05,0.39818,-0.0458,-0.069221,23662,-1257.4
2.0093e-05,43.559,0.978,0.86944,-43762,-57809
-2.7355e-05,26.417,-0.56615,-0.65624,52182,-36211
-6.4537e-06,317.7,1.0543,-1.4253,2937.2,14060
-2.4254e-05,38.679,-0.69999,-0.81357,43209,-40624
-3.2651e-05,2.5732,-0.18533,-0.21653,54301,-11048
3.3327e-05,-0.14219,0.027455,0.020163,-31513,-709.09
-1.7553e-05,172.47,0.82771,1.2289,11267,17687
-3.0669e-05,11.035,0.37567,0.43104,57311,24300
3.3315e-05,-0.44862,0.034467,0.028741,-54542,-1520.6
2.8732e-05,62.255,-0.66252,-0.42633,-18599,10649
1.336e-05,126.89,1.299,1.023,-13248,-29895
-1.4907e-05,174.12,-0.92495,-1.3199,10328,-20150
3.3352e-05,-0.5261,-0.0026565,-0.0039614,-55225,176.66
1.8837e-05,48.743,1.0306,0.91328,-39129,-56934
2.6367e-05,30.253,-0.70774,-0.60741,-47702,36786
2.8867e-05,50.523,-0.63935,-0.42957,-21151,11945
3.1648e-05,25.482,-0.40357,-0.25023,-19947,6386.8
3.6459e-06,80.367,-1.5477,-1.3768,-6522.8,58870
2.4965e-05,58.861,0.82055,0.63899,-28111,-24671
1.4461e-05,71.394,-1.2025,-1.0396,-24709,51110
3.1328e-05,18.878,-0.39737,-0.30328,-32159,11543
-6.6524e-06,96.62,-1.2692,-1.4661,9877.2,-48170
-1.4021e-05,111.65,-1.016,-1.2645,15678,-33474
1.166e-05,90.225,1.3115,1.1231,-17127,-45574
-2.3629e-05,40.685,-0.72881,-0.84727,41880,-41520
-2.04e-05,46.066,0.85524,0.96827,42087,54292
2.0082e-05,42.928,0.98344,0.86833,-43951,-58097
-3.3209e-05,-0.11251,0.078204,0.092027,56264,4641.5
-3.238e-05,4.9708,0.21888,0.26675,52729,12795
3.3196e-05,0.95197,0.1031,0.083324,-51967,-4780.9
1.7775e-05,55.897,1.0706,0.94381,-34311,-54227
-1.5536e-05,74.199,-1.0074,-1.1673,25115,-47451
3.2772e-05,6.2128,0.208,0.1596,-35875,-6599.7
3.0881e-05,22.479,0.44755,0.33416,-30738,-12327
2.5127e-05,32.076,0.7612,0.66603,-52295,-45431
3.1746e-05,8.0051,-0.33478,-0.2891,-56476,17998
1.2734e-05,67.994,-1.2561,-1.1035,-23511,56756
-3.1946e-05,8.4632,0.25838,0.32467,44633,13295
-2.9498e-05,33.203,0.41462,0.56066,29863,15542
2.7167e-05,31.334,0.67521,0.55975,-45679,-32319
-2.4239e-05,95.18,0.62652,0.90063,18394,17017
-2.3249e-05,69.282,0.70735,0.90393,26008,26464
2.9663e-05,31.883,0.54578,0.40814,-30846,-15660
-3.3014e-05,0.16976,-0.13406,-0.15017,52985,-7467
2.9916e-05,14.144,0.48966,0.41924,-56442,-27591
8.1015e-06,209.63,1.5438,1.1133,-5504.4,-21420
-4.8355e-06,107.35,1.3156,1.5375,6537.4,44346
2.8986e-05,23.546,-0.56415,-0.47087,-46790,26449
-3.2961e-05,6.0719,-0.11929,-0.18672,20147,-2938.8
2.5406e-05,60.397,0.80265,0.61387,-26617,-22402
-2.0226e-05,43.922,-0.86433,-0.97585,43273,-56606
1.0328e-05,93.698,1.3598,1.1564,-14719,-44940
2.4247e-05,29.622,-0.79738,-0.71348,-56759,53439
-2.8349e-05,35.762,-0.48743,-0.62326,34154,-20959
-2.6323e-05,35.651,-0.60616,-0.7198,42100,-32596
-1.0613e-06,123.14,1.4182,-1.4765,1302.2,40472
2.0632e-05,95.854,1.0257,0.7874,-20202,-25323
2.1206e-05,40.155,-0.93355,-0.83686,-46910,56775
-2.1419e-05,52.906,0.80966,0.94284,36215,43067
2.2659e-06,91.738,1.548,-1.4102,-3642,53625
-2.6891e-05,79.848,-0.51233,-0.78154,18074,-12910
-1.8564e-05,62.084,-0.91004,-1.0611,30699,-45647
3.283e-05,2.1412,0.19032,0.16007,-56598,-9914.3
-3.331e-05,-0.31964,-0.040595,-0.052333,45106,-2057.5
1.0292e-05,436.31,1.3727,-0.81613,-3269,8854.2
5.2029e-06,121.23,1.5344,1.2993,-6368.3,-39900
2.6778e-06,437.94,1.1863,-1.044,-914,10165
3.0377e-05,15.685,-0.46279,-0.38827,-50205,22526
-1.705e-05,55.599,0.96937,1.1039,34568,57887
-1.1695e-05,246.21,0.96228,1.4948,6285.9,16159
-2.5086e-05,54.436,-0.63763,-0.80844,29616,-25715
-3.3008e-05,0.89377,0.12842,0.14604,53106,7314
-2.6192e-05,44.686,-0.59754,-0.73733,34190,-26754
-2.9015e-05,29.763,0.45334,0.57771,35534,19958
1.2098e-05,166.3,-1.3908,-1.0299,-9485.8,23932
5.4112e-06,80.945,-1.488,-1.3273,-9758,59353
-2.955e-05,24.742,0.43043,0.53336,40364,20978
4.5275e-06,251.46,-1.4418,1.18,-2651.6,-18689
2.3239e-05,48.685,0.8811,0.73447,-36205,-37027
3.3231e-05,0.78935,0.092225,0.076471,-42003,-3447.7
1.64e-05,59.487,1.13,0.98871,-31690,-55912
1.2693e-05,81.64,-1.2761,-1.092,-19316,46691
1.0377e-05,102.54,1.367,1.1476,-13844,-41973
2.71e-05,36.092,0.68839,0.56011,-37975,-27017
2.0009e-06,125.4,-1.4947,1.3853,-2362.4,-38857
2.9958e-06,81.493,1.5606,1.3961,-5443.3,-59904
3.07e-05,12.832,-0.4393,-0.36897,-51294,21618
-2.3629e-05,43.177,-0.72209,-0.84803,39466,-39135
6.3163e-06,132.37,1.5177,1.2419,-6873.3,-35355
3.2663e-05,9.6962,0.25981,0.15697,-19776,-3904.4
-1.2287e-05,89.712,1.0995,1.2959,17531,43947
2.3591e-05,37.265,0.83293,0.73791,-48903,-48727
-1.8993e-05,81.033,-0.87022,-1.0683,24134,-34516
1.8949e-05,56.863,1.0311,0.898,-34701,-50059
2.563e-05,30.302,-0.74761,-0.6442,-51370,42640
-2.3798e-05,84.553,-0.67031,-0.9039,21098,-20422
7.4764e-06,150.38,-1.4984,-1.1905,-7091.1,30446
3.1614e-05,8.3294,-0.35399,-0.29811,-53264,17755
-2.9589e-05,24.791,-0.43349,-0.53209,40810,-21078
-1.2676e-05,233.72,-0.9368,-1.4495,6965.2,-16297
-3.656e-06,131.4,1.3324,-1.546,4150.8,37293
